SARS_CoV_2_nsp1	2GDT_A	86.087	115	16	0	13	127	2	116	5.63e-67	201
SARS_CoV_2_nsp1	1VS1_A	45.714	35	19	0	26	60	149	183	0.15	33.1
SARS_CoV_2_nsp1	5C5S_A	26.374	91	64	2	90	177	4	94	1.2	30.4
SARS_CoV_2_nsp1	3S5V_A	34.375	32	21	0	95	126	38	69	3.3	28.5
SARS_CoV_2_nsp1	2MWH_A	34.375	32	21	0	95	126	37	68	3.3	28.5
SARS_CoV_2_nsp1	4GK9_A	37.500	32	20	0	95	126	49	80	9.3	27.7
SARS_CoV_2_nsp2	1N7U_A	29.670	91	48	5	557	634	243	330	1.8	32.7
SARS_CoV_2_nsp2	1N7V_A	29.670	91	48	5	557	634	243	330	1.9	32.7
SARS_CoV_2_nsp2	5D6H_A	28.358	67	46	1	212	278	176	240	2.5	31.6
SARS_CoV_2_nsp2	6FQ0_A	28.358	67	46	1	212	278	176	240	2.7	31.6
SARS_CoV_2_nsp2	6FJY_A	28.358	67	46	1	212	278	176	240	3.3	31.6
SARS_CoV_2_nsp2	6R3E_A	24.627	134	79	6	440	553	110	241	3.8	31.2
SARS_CoV_2_nsp2	5GL7_A	29.231	65	35	3	142	198	169	230	3.8	31.6
SARS_CoV_2_nsp2	4NH1_C	32.558	43	26	1	152	194	101	140	5.9	30.4
SARS_CoV_2_nsp2	1JWH_C	32.558	43	26	1	152	194	101	140	6.1	30.4
SARS_CoV_2_nsp2	1RQF_A	32.558	43	26	1	152	194	107	146	6.2	30.0
SARS_CoV_2_nsp2	3EED_A	32.558	43	26	1	152	194	101	140	6.5	30.0
SARS_CoV_2_nsp2	4IN3_B	41.379	29	17	0	428	456	534	562	6.8	30.8
SARS_CoV_2_nsp2	4BJ3_A	26.214	103	66	3	92	186	71	171	8.6	30.0
SARS_CoV_2_nsp2	5MM2_A	25.758	198	106	8	213	400	139	305	8.6	30.4
SARS_CoV_2_nsp2	1DZI_A	26.214	103	66	3	92	186	50	150	9.6	29.6
SARS_CoV_2_nsp2	2DF4_B	22.727	154	101	3	146	293	237	378	10.0	30.4
SARS_CoV_2_nsp3	6W9C_A	100.000	315	0	0	747	1061	1	315	0.0	670
SARS_CoV_2_nsp3	5E6J_A	82.650	317	55	0	747	1063	2	318	0.0	567
SARS_CoV_2_nsp3	4M0W_A	82.390	318	56	0	747	1064	2	319	0.0	566
SARS_CoV_2_nsp3	5TL6_B	82.857	315	54	0	747	1061	5	319	0.0	564
SARS_CoV_2_nsp3	3MJ5_A	82.857	315	54	0	747	1061	2	316	0.0	564
SARS_CoV_2_nsp3	2FE8_A	82.803	314	54	0	747	1060	2	315	0.0	562
SARS_CoV_2_nsp3	5Y3E_A	82.803	314	54	0	747	1060	2	315	0.0	562
SARS_CoV_2_nsp3	3E9S_A	82.540	315	55	0	747	1061	4	318	0.0	561
SARS_CoV_2_nsp3	4OVZ_B	82.540	315	55	0	747	1061	2	316	0.0	560
SARS_CoV_2_nsp3	4OVZ_A	82.222	315	56	0	747	1061	2	316	0.0	557
SARS_CoV_2_nsp3	2W2G_A	75.000	264	66	0	414	677	1	264	2.44e-133	417
SARS_CoV_2_nsp3	6VXS_A	100.000	169	0	0	207	375	5	173	5.89e-110	347
SARS_CoV_2_nsp3	6W6Y_A	100.000	169	0	0	207	375	2	170	8.12e-110	347
SARS_CoV_2_nsp3	2KQV_A	79.348	184	37	1	551	733	4	187	1.11e-97	313
SARS_CoV_2_nsp3	2ACF_A	72.941	170	46	0	206	375	7	176	4.50e-80	262
SARS_CoV_2_nsp3	2FAV_A	73.214	168	45	0	208	375	10	177	9.67e-79	258
SARS_CoV_2_nsp3	2JZF_A	79.137	139	29	0	538	676	5	143	6.92e-71	234
SARS_CoV_2_nsp3	2JZD_A	80.952	126	24	0	551	676	4	129	5.18e-66	220
SARS_CoV_2_nsp3	2K87_A	81.739	115	21	0	1090	1204	2	116	1.59e-64	215
SARS_CoV_2_nsp3	2GRI_A	78.571	112	23	1	2	112	1	112	1.02e-53	184
SARS_CoV_2_nsp3	4R3D_A	31.098	328	218	6	750	1069	9	336	2.05e-46	172
SARS_CoV_2_nsp3	5W8T_A	30.599	317	212	6	750	1058	3	319	2.32e-43	162
SARS_CoV_2_nsp3	4REZ_A	30.599	317	212	6	750	1058	5	321	2.99e-43	162
SARS_CoV_2_nsp3	4WUR_A	30.284	317	213	6	750	1058	9	325	7.15e-42	158
SARS_CoV_2_nsp3	4PT5_A	30.284	317	213	6	750	1058	5	321	7.40e-42	158
SARS_CoV_2_nsp3	4P16_A	30.284	317	213	6	750	1058	9	325	8.02e-42	158
SARS_CoV_2_nsp3	5DUS_A	44.444	153	85	0	217	369	14	166	6.41e-36	135
SARS_CoV_2_nsp3	5HIH_A	44.444	153	85	0	217	369	15	167	7.52e-36	135
SARS_CoV_2_nsp3	6MEA_A	48.800	125	64	0	217	341	11	135	1.78e-34	131
SARS_CoV_2_nsp3	5WFI_A	30.592	304	206	5	751	1054	3	301	3.95e-34	135
SARS_CoV_2_nsp3	4YPT_A	30.592	304	206	5	751	1054	87	385	1.62e-33	135
SARS_CoV_2_nsp3	6BI8_A	30.385	260	172	6	806	1058	1	258	2.68e-32	128
SARS_CoV_2_nsp3	5KO3_A	30.000	250	168	5	816	1058	8	257	1.58e-30	123
SARS_CoV_2_nsp3	2KAF_A	75.926	54	12	1	681	733	3	56	7.22e-23	94.7
SARS_CoV_2_nsp3	2VRI_A	40.157	127	74	1	220	346	18	142	9.22e-15	75.1
SARS_CoV_2_nsp3	2M0A_A	38.393	112	65	2	5	112	3	114	2.78e-13	68.9
SARS_CoV_2_nsp3	3EJG_A	36.029	136	85	1	219	354	38	171	4.22e-12	68.2
SARS_CoV_2_nsp3	3EWQ_A	36.029	136	85	1	219	354	11	144	5.64e-12	67.0
SARS_CoV_2_nsp3	4X2Z_A	23.457	243	171	9	753	992	12	242	5.01e-11	67.4
SARS_CoV_2_nsp3	5BZ0_A	23.045	243	172	9	753	992	10	240	1.00e-09	63.2
SARS_CoV_2_nsp3	5MQX_A	32.857	140	68	5	239	363	18	146	1.41e-09	60.1
SARS_CoV_2_nsp3	3GQE_A	32.857	140	68	5	239	363	20	148	1.43e-09	60.1
SARS_CoV_2_nsp3	1SPV_A	29.070	172	97	6	221	371	5	172	4.57e-08	55.8
SARS_CoV_2_nsp3	5CB3_A	29.070	172	97	6	221	371	11	178	5.32e-08	55.8
SARS_CoV_2_nsp3	5CB5_A	29.070	172	97	6	221	371	11	178	8.71e-08	55.1
SARS_CoV_2_nsp3	3Q6Z_A	31.783	129	72	5	239	356	53	176	1.97e-07	54.7
SARS_CoV_2_nsp3	6L5T_A	23.039	204	146	4	749	950	1	195	2.11e-07	55.8
SARS_CoV_2_nsp3	5CMS_A	29.070	172	97	6	221	371	11	178	2.92e-07	53.5
SARS_CoV_2_nsp3	3VFQ_A	31.783	129	72	5	239	356	37	160	6.67e-07	55.1
SARS_CoV_2_nsp3	3EW5_A	31.538	130	83	4	235	361	26	152	1.56e-05	48.1
SARS_CoV_2_nsp3	3EWO_A	29.457	129	81	4	228	353	28	149	3.12e-05	47.8
SARS_CoV_2_nsp3	3MP2_A	25.243	206	121	10	839	1033	5	188	6.57e-05	47.4
SARS_CoV_2_nsp3	3ETI_A	30.769	130	84	4	235	361	26	152	1.19e-04	45.8
SARS_CoV_2_nsp3	3EJF_A	29.457	129	81	4	228	353	27	148	2.45e-04	45.1
SARS_CoV_2_nsp3	2DX6_A	32.231	121	70	7	240	353	19	134	0.001	42.7
SARS_CoV_2_nsp3	2X47_A	28.000	150	84	7	202	338	45	183	0.002	43.1
SARS_CoV_2_nsp3	5FUD_A	33.077	130	70	7	228	343	36	162	0.002	42.4
SARS_CoV_2_nsp3	5L9K_A	33.077	130	70	7	228	343	36	162	0.003	42.0
SARS_CoV_2_nsp3	5FSZ_A	30.833	120	67	5	239	350	110	221	0.005	42.0
SARS_CoV_2_nsp3	4GVW_A	29.630	135	72	5	240	353	29	161	0.007	40.8
SARS_CoV_2_nsp3	4ESS_A	33.784	74	44	2	227	299	6	75	0.007	40.4
SARS_CoV_2_nsp3	4KYB_A	33.784	74	44	2	227	299	6	75	0.007	40.4
SARS_CoV_2_nsp3	4K0C_A	33.784	74	44	2	227	299	6	75	0.007	40.4
SARS_CoV_2_nsp3	4GVV_A	33.784	74	44	2	227	299	6	75	0.007	40.4
SARS_CoV_2_nsp3	4GUA_A	27.174	184	101	8	226	394	354	519	0.009	42.0
SARS_CoV_2_nsp3	4JVV_A	39.344	61	32	2	240	299	19	75	0.010	39.7
SARS_CoV_2_nsp3	2BFQ_A	28.289	152	79	6	240	363	29	178	0.010	40.4
SARS_CoV_2_nsp3	1HJZ_A	28.289	152	79	6	240	363	29	178	0.010	40.4
SARS_CoV_2_nsp3	4ETK_A	39.344	61	32	2	240	299	19	75	0.011	39.7
SARS_CoV_2_nsp3	4JGK_A	39.344	61	32	2	240	299	19	75	0.011	39.7
SARS_CoV_2_nsp3	4JCA_A	39.344	61	32	2	240	299	19	75	0.011	39.7
SARS_CoV_2_nsp3	4ETJ_A	39.344	61	32	2	240	299	19	75	0.011	39.7
SARS_CoV_2_nsp3	4J4Z_A	39.344	61	32	2	240	299	19	75	0.011	39.7
SARS_CoV_2_nsp3	3V45_A	39.344	61	32	2	240	299	19	75	0.011	39.7
SARS_CoV_2_nsp3	4IQY_A	29.545	132	75	7	217	338	65	188	0.015	40.4
SARS_CoV_2_nsp3	1VHU_A	26.974	152	81	5	240	363	38	187	0.027	39.3
SARS_CoV_2_nsp3	6NOZ_A	23.207	237	168	8	833	1063	19	247	0.053	38.5
SARS_CoV_2_nsp3	5LAU_A	32.308	130	71	7	228	343	36	162	0.058	38.1
SARS_CoV_2_nsp3	6FX7_A	30.579	121	63	3	240	340	52	171	0.11	37.4
SARS_CoV_2_nsp3	5FSU_A	27.273	121	74	4	240	353	118	231	0.23	37.0
SARS_CoV_2_nsp3	5WAB_A	32.000	100	47	4	20	112	614	699	0.77	35.8
SARS_CoV_2_nsp3	5IIT_A	30.000	90	58	2	215	303	192	277	1.0	35.0
SARS_CoV_2_nsp3	5LW0_A	32.432	74	44	2	239	306	124	197	1.8	33.9
SARS_CoV_2_nsp3	1YD9_A	30.000	90	58	2	215	303	15	100	2.8	33.1
SARS_CoV_2_nsp3	1GVN_B	30.645	62	40	1	1127	1185	38	99	3.0	33.5
SARS_CoV_2_nsp3	1ZR3_A	30.000	90	58	2	215	303	33	118	4.6	32.3
SARS_CoV_2_nsp3	6I27_A	37.736	53	33	0	109	161	4222	4274	6.3	33.1
SARS_CoV_2_nsp3	6I26_A	37.736	53	33	0	109	161	4223	4275	6.3	33.1
SARS_CoV_2_nsp3	6HYP_A	37.736	53	33	0	109	161	4232	4284	6.3	33.1
SARS_CoV_2_nsp3	2VPW_A	34.375	64	39	2	215	277	661	722	7.4	32.7
SARS_CoV_2_nsp4	3VCB_A	59.783	92	34	2	411	501	5	94	2.39e-29	111
SARS_CoV_2_nsp4	3VC8_A	59.783	92	34	2	411	501	5	94	4.20e-29	110
SARS_CoV_2_nsp4	3GZF_A	39.175	97	56	2	404	499	2	96	5.30e-13	65.9
SARS_CoV_2_nsp4	1T70_A	30.508	177	92	10	96	250	84	251	0.004	40.4
SARS_CoV_2_nsp4	2XZL_A	25.352	71	53	0	394	464	636	706	4.1	31.2
SARS_CoV_2_nsp4	1MOW_A	41.379	29	17	0	382	410	78	106	5.0	30.4
SARS_CoV_2_nsp4	5TEY_B	41.379	29	17	0	93	121	278	306	7.6	30.0
SARS_CoV_2_nsp4	6TTP_B	41.379	29	17	0	93	121	278	306	8.4	30.0
SARS_CoV_2_nsp4	4QP5_A	31.667	60	37	1	439	498	84	139	8.7	28.9
SARS_CoV_2_nsp4	5JCA_L	41.935	31	18	0	233	263	417	447	9.9	30.0
